Nº_boletim;data_boletim; Nº_municipio;nome_municipio;seq_logradouros;Nº_logradouro;tipo_logradouro;nome_logradouro;tipo_logradouro_anterior;nome_logradouro_anterior;Nº_bairro;nome_bairro;tipo_bairro;descricao_tipo_bairro;Nº_imovel;Nº_imovel_proximo
2020-022373883-001;11/05/2020 12:23;1;BELO HORIZONTE                ;1;11580;RUA;CAJUI                                             ;NI ;N?O INFORMADO                                     ;907;SUZANA                                            ;V ;VILA                          ;0;0
2020-010485249-001;27/02/2020 12:20;1;BELO HORIZONTE                ;1;11593;RUA;JOSE ROCHA PAIXAO                                 ;RUA;SESSENTA E OITO                                   ;643;CEU AZUL                                          ;B ;BAIRRO                        ;48;0
2020-000889846-001;06/01/2020 17:58;1;BELO HORIZONTE                ;2;11593;RUA;JOSE ROCHA PAIXAO                                 ;RUA;SESSENTA E OITO                                   ;643;CEU AZUL                                          ;B ;BAIRRO                        ;0;0
2020-005773871-001;03/02/2020 10:35;1;BELO HORIZONTE                ;1;11653;RUA;CALIFORNIA                                        ;RUA;BOA ESPERAN?A                                     ;801;SION                                              ;B ;BAIRRO                        ;654;0
2020-038109972-001;08/08/2020 16:40;1;BELO HORIZONTE                ;1;11653;RUA;CALIFORNIA                                        ;RUA;BOA ESPERAN?A                                     ;801;SION                                              ;B ;BAIRRO                        ;0;0
2020-039105300-001;14/08/2020 08:58;1;BELO HORIZONTE                ;1;11726;RUA;CAMAPUAN                                          ;NI ;N?O INFORMADO                                     ;822;ALTO BARROCA                                      ;B ;BAIRRO                        ;0;0
2020-029570175-001;20/06/2020 13:57;1;BELO HORIZONTE                ;1;11726;RUA;CAMAPUAN                                          ;NI ;N?O INFORMADO                                     ;822;ALTO BARROCA                                      ;B ;BAIRRO                        ;0;0
2020-058783447-001;06/12/2020 22:28;1;BELO HORIZONTE                ;1;11739;RUA;DOS CAMARGOS                                      ;NI ;N?O INFORMADO                                     ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;0;0
2020-047391217-001;18/09/2020 09:00;1;BELO HORIZONTE                ;1;11739;RUA;DOS CAMARGOS                                      ;NI ;N?O INFORMADO                                     ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;0;0
2020-014900059-002;25/03/2020 18:23;1;BELO HORIZONTE                ;2;11739;RUA;DOS CAMARGOS                                      ;NI ;N?O INFORMADO                                     ;709;LAGOINHA LEBLON                                   ;B ;BAIRRO                        ;0;0
2020-035702193-001;25/07/2020 10:24;1;BELO HORIZONTE                ;2;11739;RUA;DOS CAMARGOS                                      ;NI ;N?O INFORMADO                                     ;709;LAGOINHA LEBLON                                   ;B ;BAIRRO                        ;0;0
2020-028101636-001;12/06/2020 15:31;1;BELO HORIZONTE                ;1;11754;RUA;CAMASSARI                                         ;NI ;N?O INFORMADO                                     ;722;MILIONARIOS                                       ;B ;BAIRRO                        ;0;0
2020-013070128-001;13/03/2020 18:02;1;BELO HORIZONTE                ;1;11830;RUA;CAMBUQUIRA                                        ;RUA;ACERBURGO                                         ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-044864123-001;16/09/2020 09:09;1;BELO HORIZONTE                ;1;11830;RUA;CAMBUQUIRA                                        ;RUA;ACERBURGO                                         ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-020480874-001;30/04/2020 09:39;1;BELO HORIZONTE                ;1;11830;RUA;CAMBUQUIRA                                        ;RUA;ACERBURGO                                         ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-003916830-001;23/01/2020 16:10;1;BELO HORIZONTE                ;1;11883;RUA;CAMETA                                            ;RUA;CANETA                                            ;796;SAUDADE                                           ;B ;BAIRRO                        ;56;0
2020-026968217-001;06/06/2020 15:54;1;BELO HORIZONTE                ;1;11883;RUA;CAMETA                                            ;RUA;CANETA                                            ;796;SAUDADE                                           ;B ;BAIRRO                        ;15;0
2020-001259353-001;08/01/2020 17:00;1;BELO HORIZONTE                ;1;11930;RUA;ANTONIO GRAVATA                                   ;NI ;N?O INFORMADO                                     ;1161;CINQUENTENARIO                                    ;B ;BAIRRO                        ;110;0
2020-011920374-001;07/03/2020 19:32;1;BELO HORIZONTE                ;2;11984;RUA;CAMOES                                            ;NI ;N?O INFORMADO                                     ;828;COPACABANA                                        ;B ;BAIRRO                        ;0;0
2020-013922534-001;18/03/2020 17:25;1;BELO HORIZONTE                ;2;11984;RUA;CAMOES                                            ;NI ;N?O INFORMADO                                     ;828;COPACABANA                                        ;B ;BAIRRO                        ;0;0
2020-042600050-001;03/09/2020 12:41;1;BELO HORIZONTE                ;1;11984;RUA;CAMOES                                            ;NI ;N?O INFORMADO                                     ;1396;UNIVERSO                                          ;B ;BAIRRO                        ;0;0
2020-030796088-001;27/06/2020 08:55;1;BELO HORIZONTE                ;1;11984;RUA;CAMOES                                            ;NI ;N?O INFORMADO                                     ;828;COPACABANA                                        ;B ;BAIRRO                        ;0;0
2020-030679303-001;26/06/2020 14:55;1;BELO HORIZONTE                ;1;11984;RUA;CAMOES                                            ;NI ;N?O INFORMADO                                     ;828;COPACABANA                                        ;B ;BAIRRO                        ;203;0
2020-039507647-001;16/08/2020 19:52;1;BELO HORIZONTE                ;1;11984;RUA;CAMOES                                            ;NI ;N?O INFORMADO                                     ;828;COPACABANA                                        ;B ;BAIRRO                        ;0;0
2020-004193996-001;25/01/2020 13:08;1;BELO HORIZONTE                ;2;12035;RUA;CAMPANHA                                          ;NI ;N?O INFORMADO                                     ;637;CARMO                                             ;B ;BAIRRO                        ;0;0
2020-035692941-001;25/07/2020 10:27;1;BELO HORIZONTE                ;2;12035;RUA;CAMPANHA                                          ;NI ;N?O INFORMADO                                     ;637;CARMO                                             ;B ;BAIRRO                        ;0;0
2020-001366195-001;09/01/2020 10:13;1;BELO HORIZONTE                ;1;11206;AVE;CACHOEIRINHA                                      ;NI ;N?O INFORMADO                                     ;791;SAO PAULO                                         ;B ;BAIRRO                        ;0;0
2020-015497278-001;30/03/2020 07:27;1;BELO HORIZONTE                ;2;11247;RUA;CACHOEIRA DE MINAS                                ;NI ;N?O INFORMADO                                     ;689;GUTIERREZ                                         ;B ;BAIRRO                        ;0;0
2020-054171103-001;09/11/2020 12:20;1;BELO HORIZONTE                ;1;11247;RUA;CACHOEIRA DE MINAS                                ;NI ;N?O INFORMADO                                     ;689;GUTIERREZ                                         ;B ;BAIRRO                        ;0;0
2020-012018046-001;06/03/2020 13:35;1;BELO HORIZONTE                ;1;11250;RUA;CACHOEIRINHA                                      ;AVE;ANHANGUERA                                        ;786;VILA SAO JOAO BATISTA                             ;B ;BAIRRO                        ;0;0
2020-019349467-001;20/04/2020 15:00;1;BELO HORIZONTE                ;1;11250;RUA;CACHOEIRINHA                                      ;AVE;ANHANGUERA                                        ;763;SANTA CRUZ                                        ;B ;BAIRRO                        ;2221;0
2020-029817054-001;21/06/2020 23:10;1;BELO HORIZONTE                ;2;11250;RUA;CACHOEIRINHA                                      ;AVE;ANHANGUERA                                        ;763;SANTA CRUZ                                        ;B ;BAIRRO                        ;0;0
2020-009770880-001;24/02/2020 17:02;1;BELO HORIZONTE                ;2;11288;RUA;CACUERA                                           ;NI ;N?O INFORMADO                                     ;701;JARAGUA                                           ;B ;BAIRRO                        ;0;0
2020-025512718-001;29/05/2020 07:06;1;BELO HORIZONTE                ;2;11288;RUA;CACUERA                                           ;NI ;N?O INFORMADO                                     ;701;JARAGUA                                           ;B ;BAIRRO                        ;0;0
2020-047939970-001;03/10/2020 19:31;1;BELO HORIZONTE                ;1;11288;RUA;CACUERA                                           ;NI ;N?O INFORMADO                                     ;701;JARAGUA                                           ;B ;BAIRRO                        ;778;0
2020-039110905-001;14/08/2020 10:54;1;BELO HORIZONTE                ;2;11288;RUA;CACUERA                                           ;NI ;N?O INFORMADO                                     ;773;SANTA ROSA                                        ;B ;BAIRRO                        ;0;0
2020-004191432-001;25/01/2020 12:07;1;BELO HORIZONTE                ;1;11310;RUA;CAETANO DE AZEREDO                                ;NI ;N?O INFORMADO                                     ;1491;BARREIRO                                          ;B ;BAIRRO                        ;0;0
