;Nº_boletim;data_boletim; Nº_municipio;nome_municipio;seq_logradouros;Nº_logradouro;tipo_logradouro;nome_logradouro;tipo_logradouro_anterior;nome_logradouro_anterior;Nº_bairro;nome_bairro;tipo_bairro;descricao_tipo_bairro;Nº_imovel;Nº_imovel_proximo
5475;2020-061393773-001;22/12/2020 11:10;1;BELO HORIZONTE                ;1;48917;RUA;MAIRIPORA                                         ;RUA;NOVO MUNDO                                        ;706;JATOBA                                            ;B ;BAIRRO                        ;97;0
5476;2020-002478795-001;15/01/2020 16:00;1;BELO HORIZONTE                ;1;51644;RUA;PADRE PEDRO EVANGELISTA                           ;RUA;DOUTOR LUND                                       ;656;CORACAO EUCARISTICO                               ;B ;BAIRRO                        ;65;0
5477;2020-027321567-001;08/06/2020 17:01;1;BELO HORIZONTE                ;2;51644;RUA;PADRE PEDRO EVANGELISTA                           ;RUA;DOUTOR LUND                                       ;656;CORACAO EUCARISTICO                               ;B ;BAIRRO                        ;0;0
5478;2020-005259590-001;31/01/2020 07:29;1;BELO HORIZONTE                ;2;52385;RUA;PARU                                              ;RUA;PORANGALBA                                        ;758;RENASCENCA                                        ;B ;BAIRRO                        ;0;0
5479;2020-060566014-001;17/12/2020 10:53;1;BELO HORIZONTE                ;2;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;0;0
5480;2020-058248487-001;03/12/2020 17:19;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;1935;0
5481;2020-056704393-001;14/10/2020 17:30;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;1474;0
5482;2020-056137382-001;21/11/2020 07:33;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;0;0
5483;2020-011918676-001;06/03/2020 23:15;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;1700;0
5484;2020-001920179-001;12/01/2020 17:28;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;1279;0
5485;2020-036607682-001;30/07/2020 18:57;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;967;NOVA AMERICA                                      ;B ;BAIRRO                        ;0;0
5486;2020-036453980-001;29/07/2020 21:48;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;1797;0
5487;2020-050421961-001;18/10/2020 16:26;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;1665;0
5488;2020-049913516-001;15/10/2020 08:50;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;1980;0
5489;2020-041240362-001;26/08/2020 15:09;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;0;0
5490;2020-032078201-001;04/07/2020 18:55;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;1845;0
5491;2020-031309331-001;30/06/2020 12:51;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;14;0
5492;2020-046490187-001;25/09/2020 12:16;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;1941;0
5493;2020-016781910-001;07/04/2020 15:16;1;BELO HORIZONTE                ;1;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;721;MARIA HELENA                                      ;B ;BAIRRO                        ;1250;0
5494;2020-037364887-001;04/08/2020 12:55;1;BELO HORIZONTE                ;2;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;967;NOVA AMERICA                                      ;B ;BAIRRO                        ;0;0
5495;2020-045303372-001;18/09/2020 18:30;1;BELO HORIZONTE                ;2;53085;RUA;JOAO FERREIRA DA SILVA                            ;AVE;PEDRO LEOPOLDO                                    ;719;MANTIQUEIRA                                       ;B ;BAIRRO                        ;0;0
5496;2020-006410820-001;06/02/2020 17:08;1;BELO HORIZONTE                ;1;53347;RUA;TABOAO DA SERRA                                   ;RUA;PERDIZES                                          ;1157;ITAIPU                                            ;B ;BAIRRO                        ;32;0
5497;2020-029308337-001;18/06/2020 23:29;1;BELO HORIZONTE                ;1;53347;RUA;TABOAO DA SERRA                                   ;RUA;PERDIZES                                          ;1157;ITAIPU                                            ;B ;BAIRRO                        ;0;0
5498;2021-009294179-001;01/09/2020 03:11;1;BELO HORIZONTE                ;1;55907;RUA;ANTONIO ORLINDO DE CASTRO                         ;RUA;QUARENTA                                          ;785;SAO JOAO BATISTA                                  ;B ;BAIRRO                        ;441;0
5499;2020-003698680-001;21/01/2020 06:50;1;BELO HORIZONTE                ;1;56736;RUA;RAIMUNDO ALBERGARIA FILHO                         ;RUA;QUATRO                                            ;828;COPACABANA                                        ;B ;BAIRRO                        ;173;0
5500;2020-020866798-001;02/05/2020 15:05;1;BELO HORIZONTE                ;2;56824;RUA;FRANCISCO MANOEL DA SILVA                         ;RUA;VINTE E SETE                                      ;690;HAVAI                                             ;B ;BAIRRO                        ;0;0
5501;2020-019334757-001;23/04/2020 12:58;1;BELO HORIZONTE                ;1;56824;RUA;FRANCISCO MANOEL DA SILVA                         ;RUA;VINTE E SETE                                      ;690;HAVAI                                             ;B ;BAIRRO                        ;400;0
5502;2020-049411424-001;12/10/2020 17:23;1;BELO HORIZONTE                ;2;58050;RUA;ORTOSE                                            ;RUA;RAVENOPOLIS                                       ;628;CAICARAS                                          ;B ;BAIRRO                        ;0;0
5503;2020-029543210-001;20/06/2020 09:45;1;BELO HORIZONTE                ;1;60885;RUA;CIBIPURUNA                                        ;RUA;SANTA LUZIA                                       ;695;MONTE AZUL                                        ;B ;BAIRRO                        ;0;0
5504;2020-006184435-001;05/02/2020 12:09;1;BELO HORIZONTE                ;1;61620;RUA;SAO BORJA                                         ;RUA;SANTO ANTONIO                                     ;620;BOA VISTA                                         ;B ;BAIRRO                        ;120;0
5505;2020-042480414-001;02/09/2020 17:52;1;BELO HORIZONTE                ;1;61620;RUA;SAO BORJA                                         ;RUA;SANTO ANTONIO                                     ;735;NOVA VISTA                                        ;B ;BAIRRO                        ;0;0
5506;2020-002935540-001;17/01/2020 23:50;1;BELO HORIZONTE                ;1;61821;RUA;MARCO AURELIO                                     ;AVE;SANTO ANTONIO DE PADUA                            ;1240;NAZARE                                            ;B ;BAIRRO                        ;5;0
5507;2020-000430448-001;02/01/2020 12:30;1;BELO HORIZONTE                ;1;61821;RUA;MARCO AURELIO                                     ;AVE;SANTO ANTONIO DE PADUA                            ;1240;NAZARE                                            ;B ;BAIRRO                        ;74;0
5508;2020-040017314-001;19/08/2020 08:30;1;BELO HORIZONTE                ;2;62590;RUA;JOAO PIO                                          ;RUA;SAO GERALDO                                       ;664;ENGENHO NOGUEIRA                                  ;B ;BAIRRO                        ;0;0
5509;2020-045013550-001;17/09/2020 08:50;1;BELO HORIZONTE                ;2;62590;RUA;JOAO PIO                                          ;RUA;SAO GERALDO                                       ;664;ENGENHO NOGUEIRA                                  ;B ;BAIRRO                        ;0;0
5510;2020-042231631-001;01/09/2020 11:09;1;BELO HORIZONTE                ;1;62777;RUA;BEIRA ALTA                                        ;RUA;SAO JOAO                                          ;782;SAO FRANCISCO                                     ;V ;VILA                          ;123;0
5511;2020-001667580-001;10/01/2020 20:59;1;BELO HORIZONTE                ;1;63161;RUA;JOSE DE OLIVEIRA                                  ;RUA;SAO JUDAS TADEU                                   ;1141;ARAGUAIA                                          ;B ;BAIRRO                        ;0;0
